EMPRESA;COD MOVIL;TIPO MOVIL;EVENTO;FALLA REPORTADA;DESCRIPCION CAUSA;ESTADO;INICIO EVENTO;LLEGADA EVENTO;ASIGNADA;ACEPTADA;EN RUTA;ARRIBO;LIBERADA;REPROMESA;PROMESA(min);REPROMESA(min);T.ASIGNACION(min);T.ARRIBO(min);CUMPL.PROMESA;CUMPL.LEGAL;CUMPL.TIEMPO
LEONOR SOTO LTDA.;V5535;SERVICIO DE EMERGENCIA RED;B1821572;5D0231 -  Medidores y/o Domicilios electrizados;Envejecimiento de materiales;Cerrado;20-09-2014 13:52;20-09-2014 16:15;20-09-2014 15:56;20-09-2014 15:56;20-09-2014 15:57;20-09-2014 16:15;20-09-2014 16:44;;45;;123;142;No;No;No
LEONOR SOTO;V5532;SERVICIO DE EMERGENCIA RED;B1821573;3S0389 - Sector sin Corriente;Envejecimiento de materiales;Cerrado;20-09-2014 13:56;20-09-2014 14:55;20-09-2014 14:38;;;;20-09-2014 16:20;;120;;42;42;Si;Si;No
LEONOR SOTO LTDA.;V3615;DOMICILIARIA EMERGENCIA;B1821575;5A0117 - Acometidas en Corto Circuito / medidor e;Envejecimiento de materiales;Cerrado;20-09-2014 14:02;20-09-2014 14:54;20-09-2014 14:52;20-09-2014 14:53;20-09-2014 14:54;20-09-2014 14:54;20-09-2014 15:00;;100;;50;51;Si;Si;No
Empresa Azeta;V3621;DOMICILIARIA EMERGENCIA;B1821576;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;20-09-2014 14:02;20-09-2014 14:18;20-09-2014 14:06;20-09-2014 14:07;20-09-2014 14:18;20-09-2014 14:19;20-09-2014 14:38;;120;;4;15;Si;Si;No
CAM;V4033;DOMICILIARIA EMERGENCIA;B1821577;3P1631 - Postes y/o Red electrizada;Incendios;Cerrado;20-09-2014 14:03;20-09-2014 16:04;20-09-2014 14:06;20-09-2014 14:07;20-09-2014 14:19;20-09-2014 14:20;20-09-2014 16:29;;45;;3;17;Si;Si;No
LEONOR SOTO LTDA.;V3600;SERVICIO DE EMERGENCIA RED;B1821578;5D0236 - Domicilio Exceso / Bajo Voltaje;Falta de mantenimiento;Cerrado;20-09-2014 14:04;20-09-2014 14:20;20-09-2014 14:11;20-09-2014 14:12;20-09-2014 14:34;20-09-2014 14:34;20-09-2014 15:00;;120;;7;15;Si;Si;No
CAM;V4033;DOMICILIARIA EMERGENCIA;B1821579;3L0217 - L¡neas de Distribuci¢n en Corto Circuito;Incendios;Cerrado;20-09-2014 14:05;20-09-2014 14:29;20-09-2014 14:09;20-09-2014 14:09;20-09-2014 15:58;20-09-2014 15:59;20-09-2014 16:03;;100;;4;24;Si;Si;No
LEONOR SOTO LTDA.;V3600;SERVICIO DE EMERGENCIA RED;B1821582;5D0249 - Domicilio  intermitente ;Falta de mantenimiento;Cerrado;20-09-2014 14:15;20-09-2014 15:15;20-09-2014 14:40;20-09-2014 14:42;20-09-2014 15:21;20-09-2014 15:30;20-09-2014 16:12;;120;;25;60;Si;Si;No
CAM;V4653;SERVICIO DE EMERGENCIA RED;B1821585;3S0389 - Sector sin Corriente;Falta de mantenimiento;Cerrado;20-09-2014 14:20;20-09-2014 15:04;20-09-2014 14:24;20-09-2014 14:24;20-09-2014 14:41;20-09-2014 15:04;20-09-2014 15:13;;120;;4;44;Si;Si;No
CAM;V4608;DOMICILIARIA EMERGENCIA;B1821615;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;20-09-2014 14:26;20-09-2014 18:21;20-09-2014 15:26;20-09-2014 15:33;20-09-2014 18:08;20-09-2014 18:21;20-09-2014 18:35;;120;;60;235;No;No;No
LEONOR SOTO LTDA.;V3606;SERVICIO DE EMERGENCIA RED;B1821618;5A0117 - Acometidas en Corto Circuito / medidor e;Origen no determinado;Cerrado;20-09-2014 14:17;20-09-2014 14:49;20-09-2014 14:31;20-09-2014 14:33;20-09-2014 14:48;20-09-2014 14:49;20-09-2014 15:21;;100;;14;31;Si;Si;No
CAM;V4608;DOMICILIARIA EMERGENCIA;B1821622; - ;;Anulado;20-09-2014 14:48;;20-09-2014 14:57;;;;20-09-2014 14:58;;;;9;; ; ; 
LEONOR SOTO LTDA.;V3600;SERVICIO DE EMERGENCIA RED;B1821624;5D0289 - Domicilio sin Corriente;Falla de material;Cerrado;20-09-2014 14:33;20-09-2014 14:45;20-09-2014 14:38;20-09-2014 14:40;20-09-2014 14:42;20-09-2014 15:12;20-09-2014 15:30;;120;;5;12;Si;Si;No
ELS SA;V5542;SERVICIO DE EMERGENCIA RED;B1821625;3L0217 - L¡neas de Distribuci¢n en Corto Circuito;Corrosion;Cerrado;20-09-2014 14:43;20-09-2014 15:35;20-09-2014 15:11;20-09-2014 15:14;20-09-2014 15:21;20-09-2014 15:33;20-09-2014 16:28;;100;;27;49;Si;Si;No
LEONOR SOTO LTDA.;V3615;DOMICILIARIA EMERGENCIA;B1821626;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;20-09-2014 14:42;20-09-2014 15:25;20-09-2014 14:53;20-09-2014 14:54;20-09-2014 15:19;20-09-2014 15:33;20-09-2014 17:51;;120;;11;42;Si;Si;No
CAM;V4652;SERVICIO DE EMERGENCIA RED;B1821630;5A0117 - Acometidas en Corto Circuito / medidor e;Envejecimiento de materiales;Cerrado;20-09-2014 14:45;20-09-2014 17:20;20-09-2014 16:24;20-09-2014 16:25;20-09-2014 17:14;20-09-2014 18:32;20-09-2014 18:46;;100;;99;155;No;No;No
CAM;V4652;SERVICIO DE EMERGENCIA RED;B1821631;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;20-09-2014 14:47;20-09-2014 18:47;20-09-2014 16:24;20-09-2014 16:25;20-09-2014 18:41;20-09-2014 18:47;20-09-2014 19:11;;120;;97;240;No;No;No
CAM;V4608;DOMICILIARIA EMERGENCIA;B1821632; - ;;Anulado;20-09-2014 14:49;;20-09-2014 14:50;;;;20-09-2014 14:51;;;;0;; ; ; 
LEONOR SOTO LTDA.;V5565;DOMICILIARIA EMERGENCIA;B1821634;5D0249 - Domicilio  intermitente ;Falta de mantenimiento;Cerrado;20-09-2014 14:47;20-09-2014 16:47;20-09-2014 16:25;20-09-2014 16:25;20-09-2014 16:28;20-09-2014 16:47;20-09-2014 17:18;;120;;97;119;Si;Si;No
;V3649;SERVICIO DE EMERGENCIA RED;B1821636;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;20-09-2014 14:53;20-09-2014 15:20;20-09-2014 14:58;;;;20-09-2014 15:41;;120;;5;5;Si;Si;No
LEONOR SOTO LTDA.;V5565;DOMICILIARIA EMERGENCIA;B1821641;3S0389 - Sector sin Corriente;Volantines;Cerrado;20-09-2014 15:01;20-09-2014 19:53;20-09-2014 16:25;20-09-2014 16:25;20-09-2014 17:00;20-09-2014 17:15;20-09-2014 17:18;;120;;84;134;No;No;No
LEONOR SOTO LTDA.;V3606;SERVICIO DE EMERGENCIA RED;B1821643;3S0389 - Sector sin Corriente;Origen no determinado;Cerrado;20-09-2014 15:02;20-09-2014 15:30;20-09-2014 15:18;20-09-2014 15:20;20-09-2014 15:22;20-09-2014 15:32;20-09-2014 15:39;;120;;16;27;Si;Si;No
;V3649;SERVICIO DE EMERGENCIA RED;B1821646;5D0289 - Domicilio sin Corriente;Volantines;Cerrado;20-09-2014 15:02;20-09-2014 16:00;20-09-2014 15:41;;;;20-09-2014 16:39;;120;;39;39;Si;Si;No
LEONOR SOTO LTDA.;V3615;DOMICILIARIA EMERGENCIA;B1821649;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;20-09-2014 15:04;20-09-2014 15:55;20-09-2014 15:12;20-09-2014 15:15;20-09-2014 15:58;20-09-2014 16:01;20-09-2014 16:13;;120;;8;51;Si;Si;No
CAM;V4655;SERVICIO DE EMERGENCIA RED;B1821653; - ;Operacion (maniobra) media tension;Cerrado;20-09-2014 15:02;20-09-2014 15:03;20-09-2014 15:08;20-09-2014 15:11;20-09-2014 15:19;20-09-2014 16:41;20-09-2014 17:12;;;;6;1;No;Si;No
CAM;V4041;DOMICILIARIA EMERGENCIA;B1821655;3L0226 - L¡nea o Acometida Destemplada;Falta de mantenimiento;Cerrado;20-09-2014 15:06;20-09-2014 16:45;20-09-2014 15:26;20-09-2014 15:27;20-09-2014 16:29;20-09-2014 16:45;20-09-2014 18:49;;120;;20;99;Si;Si;No
ELS s.a.;V5541;SERVICIO DE EMERGENCIA RED;B1821656;5D0288 - Domicilio  servicio  cortado ;Corte de suministro errado o improcedent;Cerrado;20-09-2014 15:08;20-09-2014 15:45;20-09-2014 15:16;20-09-2014 15:16;20-09-2014 16:00;20-09-2014 16:05;20-09-2014 16:30;;720;;7;36;Si;Si;No
CAM;V4041;DOMICILIARIA EMERGENCIA;B1821661;5A0117 - Acometidas en Corto Circuito / medidor e;Inundaciones;Cerrado;20-09-2014 15:17;20-09-2014 16:22;20-09-2014 15:26;20-09-2014 15:27;20-09-2014 15:32;20-09-2014 16:22;20-09-2014 16:31;;100;;9;64;Si;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1821662;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;20-09-2014 15:17;20-09-2014 15:55;20-09-2014 15:29;20-09-2014 15:33;20-09-2014 15:37;20-09-2014 15:55;20-09-2014 16:00;;120;;12;38;Si;Si;No
CAM;V4041;DOMICILIARIA EMERGENCIA;B1821664;5I0189 - Industria o Edificio sin Corriente;Otros instalacion de cliente;Cerrado;20-09-2014 15:18;20-09-2014 17:24;20-09-2014 15:26;20-09-2014 15:28;20-09-2014 17:18;20-09-2014 17:24;20-09-2014 18:14;;120;;8;126;No;No;No
CAM;V4653;SERVICIO DE EMERGENCIA RED;B1821666;5I0189 - Industria o Edificio sin Corriente;Falta de mantenimiento;Cerrado;20-09-2014 16:05;20-09-2014 16:06;20-09-2014 15:23;20-09-2014 15:24;20-09-2014 16:05;20-09-2014 16:07;20-09-2014 16:58;;120;;-41;1;Si;Si;No
CAM;V4651;SERVICIO DE EMERGENCIA RED;B1821667;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;20-09-2014 15:24;20-09-2014 16:00;20-09-2014 15:27;20-09-2014 15:28;20-09-2014 15:29;20-09-2014 16:41;20-09-2014 17:00;;100;;3;36;Si;Si;No
CAM;V4650;SERVICIO DE EMERGENCIA RED;B1821669;3S0336 - Sector con exceso/bajo voltaje ;Operacion (maniobra) media tension;Cerrado;20-09-2014 15:20;20-09-2014 15:21;20-09-2014 15:33;20-09-2014 15:34;20-09-2014 15:37;20-09-2014 16:02;20-09-2014 16:23;;120;;13;1;Si;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1821670;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;20-09-2014 15:31;20-09-2014 16:10;20-09-2014 15:41;20-09-2014 15:41;20-09-2014 15:57;20-09-2014 16:10;20-09-2014 16:30;;120;;10;38;Si;Si;No
CAM;V4650;SERVICIO DE EMERGENCIA RED;B1821671;3L0217 - L¡neas de Distribuci¢n en Corto Circuito;Mantenimiento preventivo;Cerrado;20-09-2014 15:34;20-09-2014 17:25;20-09-2014 17:17;20-09-2014 17:21;;;20-09-2014 18:19;;100;;103;103;No;Si;No
CAM;V4652;SERVICIO DE EMERGENCIA RED;B1821672; - ;Falta de mantenimiento;Cerrado;20-09-2014 15:37;20-09-2014 15:41;20-09-2014 15:38;20-09-2014 15:38;20-09-2014 15:41;20-09-2014 15:41;20-09-2014 15:47;;;;1;4;No;Si;No
LEONOR SOTO LTDA.;V3600;SERVICIO DE EMERGENCIA RED;B1821673;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;20-09-2014 15:35;20-09-2014 16:00;20-09-2014 15:39;20-09-2014 15:40;20-09-2014 16:08;20-09-2014 16:20;20-09-2014 16:28;;120;;4;24;Si;Si;No
CAM;V4608;DOMICILIARIA EMERGENCIA;B1821675;5I0189 - Industria o Edificio sin Corriente;Envejecimiento de materiales;Cerrado;20-09-2014 15:40;20-09-2014 16:55;20-09-2014 15:54;20-09-2014 15:55;20-09-2014 16:38;20-09-2014 16:55;20-09-2014 18:16;;120;;14;75;Si;Si;No
CAM;V4650;SERVICIO DE EMERGENCIA RED;B1821677;5D0289 - Domicilio sin Corriente;Mantenimiento preventivo;Cerrado;20-09-2014 15:46;20-09-2014 17:45;20-09-2014 17:17;20-09-2014 17:21;;;20-09-2014 18:18;;120;;91;91;Si;Si;No
CAM;V4608;DOMICILIARIA EMERGENCIA;B1821678;5P2592 - Protecci¢n de empalme suelto, trabado;Otros instalacion de cliente;Cerrado;20-09-2014 15:54;20-09-2014 17:45;20-09-2014 16:26;20-09-2014 16:27;20-09-2014 17:24;20-09-2014 17:45;20-09-2014 18:16;;120;;32;111;Si;Si;No
LEONOR SOTO LTDA.;V3606;SERVICIO DE EMERGENCIA RED;B1821679;5A0116 - Acometidas Cortadas;Falla de artefacto electrico;Cerrado;20-09-2014 15:56;20-09-2014 16:37;20-09-2014 16:00;20-09-2014 16:02;20-09-2014 16:02;20-09-2014 16:37;20-09-2014 16:48;;60;;4;40;Si;Si;No
ELS s.a.;V5541;SERVICIO DE EMERGENCIA RED;B1821684;5A0116 - Acometidas Cortadas;Envejecimiento de materiales;Cerrado;20-09-2014 16:08;20-09-2014 16:20;20-09-2014 16:11;20-09-2014 16:11;20-09-2014 16:12;20-09-2014 17:04;20-09-2014 17:33;;45;;3;11;Si;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1821686;3S0389 - Sector sin Corriente;Otros instalacion de cliente;Cerrado;20-09-2014 16:13;20-09-2014 17:20;20-09-2014 16:26;20-09-2014 16:28;20-09-2014 16:59;20-09-2014 17:31;20-09-2014 17:32;;120;;13;67;Si;Si;No
CAM;V4651;SERVICIO DE EMERGENCIA RED;B1821687;3L0216 - L¡neas cortadas;Volantines;Cerrado;20-09-2014 16:13;20-09-2014 17:05;20-09-2014 16:47;20-09-2014 16:48;20-09-2014 16:50;20-09-2014 17:14;20-09-2014 18:07;;45;;34;51;No;Si;No
LEONOR SOTO LTDA.;V3616;DOMICILIARIA EMERGENCIA;B1821688;3S0389 - Sector sin Corriente;Disturbios en la zona;Cerrado;20-09-2014 16:16;20-09-2014 17:35;20-09-2014 16:22;20-09-2014 16:28;20-09-2014 17:05;20-09-2014 17:35;20-09-2014 17:53;;120;;6;79;Si;Si;No
LEONOR SOTO LTDA.;V3600;SERVICIO DE EMERGENCIA RED;B1821689;5D0236 - Domicilio Exceso / Bajo Voltaje;Falla de material;Cerrado;20-09-2014 16:17;20-09-2014 16:30;20-09-2014 16:21;20-09-2014 16:24;20-09-2014 16:24;20-09-2014 16:57;20-09-2014 17:35;;120;;4;13;Si;Si;No
ELS;V5533;SERVICIO DE EMERGENCIA RED;B1821690;3S0389 - Sector sin Corriente;Corrosion;Cerrado;20-09-2014 16:17;20-09-2014 17:00;20-09-2014 16:21;20-09-2014 16:23;20-09-2014 17:14;20-09-2014 17:16;20-09-2014 17:37;;120;;4;42;Si;Si;No
CAM;V4033;DOMICILIARIA EMERGENCIA;B1821692;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;20-09-2014 16:18;20-09-2014 17:09;20-09-2014 16:33;20-09-2014 16:35;20-09-2014 17:05;20-09-2014 17:09;20-09-2014 17:16;;120;;15;51;Si;Si;No
LEONOR SOTO LTDA.;V3606;SERVICIO DE EMERGENCIA RED;B1821693;5I0189 - Industria o Edificio sin Corriente;Falla de artefacto electrico;Cerrado;20-09-2014 16:16;20-09-2014 17:30;20-09-2014 16:45;20-09-2014 16:46;20-09-2014 16:46;20-09-2014 17:30;20-09-2014 17:38;;120;;29;73;Si;Si;No
CAM;V4650;SERVICIO DE EMERGENCIA RED;B1821695;3S0389 - Sector sin Corriente;Caida de gancho o rama;Cerrado;20-09-2014 16:22;20-09-2014 16:23;20-09-2014 16:24;20-09-2014 16:25;20-09-2014 16:28;20-09-2014 16:29;20-09-2014 17:20;;120;;2;1;Si;Si;No
ELS;V5533;SERVICIO DE EMERGENCIA RED;B1821697;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;20-09-2014 16:26;20-09-2014 17:15;20-09-2014 16:27;20-09-2014 16:29;20-09-2014 17:20;20-09-2014 17:20;20-09-2014 17:33;;120;;1;49;Si;Si;No
ELS SA;V5542;SERVICIO DE EMERGENCIA RED;B1821698;5A0116 - Acometidas Cortadas;Volantines;Cerrado;20-09-2014 16:24;20-09-2014 16:40;20-09-2014 16:27;20-09-2014 16:27;20-09-2014 16:28;20-09-2014 17:00;20-09-2014 17:36;;45;;3;15;Si;Si;No
CAM;V4608;DOMICILIARIA EMERGENCIA;B1821699;3S0349 - Sector  intermitente ;Otros instalacion de cliente;Cerrado;20-09-2014 16:25;20-09-2014 19:07;20-09-2014 17:02;20-09-2014 17:02;20-09-2014 19:07;20-09-2014 19:07;20-09-2014 19:17;;120;;37;162;No;No;No
CAM;V4653;SERVICIO DE EMERGENCIA RED;B1821700;3L0217 - L¡neas de Distribuci¢n en Corto Circuito;Falta de mantenimiento;Cerrado;20-09-2014 15:02;20-09-2014 16:51;20-09-2014 16:28;20-09-2014 16:28;20-09-2014 16:49;20-09-2014 16:51;20-09-2014 17:32;;100;;86;109;No;Si;No
ELS s.a.;V5541;SERVICIO DE EMERGENCIA RED;B1821701;5D0289 - Domicilio sin Corriente;Falla de material;Cerrado;20-09-2014 16:28;20-09-2014 16:45;20-09-2014 16:32;20-09-2014 16:33;;;20-09-2014 17:34;;120;;4;4;Si;Si;No
E.L. Soto S.A..;V3656;SERVICIO DE EMERGENCIA RED;B1821702; - ;Operacion (maniobra) media tension;Cerrado;20-09-2014 16:32;20-09-2014 17:00;20-09-2014 16:33;20-09-2014 16:36;20-09-2014 16:44;20-09-2014 17:13;20-09-2014 17:35;;;;1;27;No;Si;No
Empresa Azeta;V3621;DOMICILIARIA EMERGENCIA;B1821705;5D0231 -  Medidores y/o Domicilios electrizados;Falta de mantenimiento;Cerrado;20-09-2014 16:34;20-09-2014 17:00;20-09-2014 16:39;20-09-2014 16:41;20-09-2014 16:49;20-09-2014 17:01;20-09-2014 17:34;;45;;5;26;Si;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1821706;3S0389 - Sector sin Corriente;Otros instalacion de cliente;Cerrado;20-09-2014 16:38;20-09-2014 17:34;20-09-2014 16:49;20-09-2014 16:51;20-09-2014 17:33;20-09-2014 17:34;20-09-2014 17:51;;120;;11;56;Si;Si;No
ELS;V5566;DOMICILIARIA EMERGENCIA;B1821707;3L0216 - L¡neas cortadas;Caida de gancho o rama;Cerrado;20-09-2014 16:41;20-09-2014 17:05;20-09-2014 16:44;20-09-2014 16:44;;;20-09-2014 16:48;;45;;2;2;Si;Si;No
CAM;V4655;SERVICIO DE EMERGENCIA RED;B1821708;5A0116 - Acometidas Cortadas;Vehiculo >4.50 m. de altura bota cable d;Cerrado;20-09-2014 16:42;20-09-2014 18:18;20-09-2014 17:24;20-09-2014 17:47;20-09-2014 18:18;20-09-2014 18:18;20-09-2014 19:02;;45;;42;96;No;Si;No
CAM;V4655;SERVICIO DE EMERGENCIA RED;B1821711;3S0389 - Sector sin Corriente;Origen no determinado;Cerrado;20-09-2014 16:46;20-09-2014 17:40;20-09-2014 17:25;20-09-2014 17:47;;;20-09-2014 19:04;;120;;39;39;Si;Si;No
CAM;V4651;SERVICIO DE EMERGENCIA RED;B1821713;5D0289 - Domicilio sin Corriente;Desequilibrio de cargas;Cerrado;20-09-2014 16:51;20-09-2014 18:35;20-09-2014 16:59;20-09-2014 17:00;;;20-09-2014 17:00;;120;;8;8;Si;Si;No
CAM;V4033;DOMICILIARIA EMERGENCIA;B1821714;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;20-09-2014 16:53;20-09-2014 20:03;20-09-2014 17:01;20-09-2014 17:08;20-09-2014 20:01;20-09-2014 20:03;20-09-2014 20:07;;120;;8;190;No;No;No
LEONOR SOTO LTDA.;V5535;SERVICIO DE EMERGENCIA RED;B1821715;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;20-09-2014 16:54;20-09-2014 17:16;20-09-2014 16:57;20-09-2014 16:59;20-09-2014 17:07;20-09-2014 17:16;20-09-2014 17:45;;120;;3;22;Si;Si;No
ELS;V5533;SERVICIO DE EMERGENCIA RED;B1821716;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;20-09-2014 16:56;20-09-2014 17:35;20-09-2014 17:08;20-09-2014 17:15;20-09-2014 17:34;20-09-2014 17:37;20-09-2014 18:11;;120;;12;38;Si;Si;No
ELS;V5563;DOMICILIARIA EMERGENCIA;B1821717;5A0116 - Acometidas Cortadas;Vehiculo >4.50 m. de altura bota empalme;Cerrado;20-09-2014 16:58;20-09-2014 17:16;20-09-2014 17:06;20-09-2014 17:07;20-09-2014 17:10;20-09-2014 17:16;20-09-2014 18:05;;45;;7;17;Si;Si;No
;V3649;SERVICIO DE EMERGENCIA RED;B1821718;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;20-09-2014 17:07;20-09-2014 17:45;20-09-2014 17:11;;;;20-09-2014 17:52;;120;;4;4;Si;Si;No
LEONOR SOTO LTDA.;V3615;DOMICILIARIA EMERGENCIA;B1821719;5P2592 - Protecci¢n de empalme suelto, trabado;Envejecimiento de materiales;Cerrado;20-09-2014 17:08;20-09-2014 18:05;20-09-2014 17:11;20-09-2014 17:12;20-09-2014 17:50;20-09-2014 18:07;20-09-2014 18:20;;120;;3;56;Si;Si;No
ELS;V5563;DOMICILIARIA EMERGENCIA;B1821720;5D0289 - Domicilio sin Corriente;Otros mantenimiento;Cerrado;20-09-2014 17:10;20-09-2014 18:00;20-09-2014 17:21;20-09-2014 17:50;20-09-2014 18:06;20-09-2014 18:07;20-09-2014 18:32;;120;;11;49;Si;Si;No
CAM;V4655;SERVICIO DE EMERGENCIA RED;B1821721;5D0289 - Domicilio sin Corriente;Operacion (maniobra) media tension;Cerrado;20-09-2014 15:31;20-09-2014 16:05;20-09-2014 17:13;20-09-2014 17:14;20-09-2014 17:14;20-09-2014 17:15;20-09-2014 17:46;;120;;102;33;Si;Si;No
CAM;V4650;SERVICIO DE EMERGENCIA RED;B1821723; - ;Caida de gancho o rama;Cerrado;20-09-2014 17:14;20-09-2014 17:24;20-09-2014 17:14;20-09-2014 17:16;20-09-2014 17:20;20-09-2014 17:24;20-09-2014 17:57;;;;0;10;No;Si;No
LEONOR SOTO LTDA.;V5565;DOMICILIARIA EMERGENCIA;B1821724;5A0117 - Acometidas en Corto Circuito / medidor e;Origen no determinado;Cerrado;20-09-2014 17:12;20-09-2014 17:30;20-09-2014 17:23;20-09-2014 17:23;20-09-2014 17:27;20-09-2014 17:42;20-09-2014 17:48;;100;;10;17;Si;Si;No
CAM;V4652;SERVICIO DE EMERGENCIA RED;B1821725;3L0226 - L¡nea o Acometida Destemplada;Origen no determinado;Cerrado;20-09-2014 17:13;20-09-2014 20:52;20-09-2014 17:18;20-09-2014 18:15;20-09-2014 20:21;20-09-2014 20:52;20-09-2014 21:05;;120;;5;219;No;No;No
ELS SA;V5542;SERVICIO DE EMERGENCIA RED;B1821726;3S0389 - Sector sin Corriente;Origen no determinado;Cerrado;20-09-2014 17:14;20-09-2014 17:40;20-09-2014 17:21;20-09-2014 17:23;20-09-2014 17:24;20-09-2014 17:42;20-09-2014 18:21;;120;;7;26;Si;Si;No
ELS s.a.;V5541;SERVICIO DE EMERGENCIA RED;B1821729;5A0116 - Acometidas Cortadas;Envejecimiento de materiales;Cerrado;20-09-2014 17:33;20-09-2014 18:00;20-09-2014 17:36;20-09-2014 17:38;20-09-2014 17:42;20-09-2014 18:15;20-09-2014 18:27;;45;;3;26;Si;Si;No
ELS s.a.;V5541;SERVICIO DE EMERGENCIA RED;B1821730;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;20-09-2014 17:36;20-09-2014 17:58;20-09-2014 17:37;20-09-2014 17:38;20-09-2014 17:57;20-09-2014 17:58;20-09-2014 18:07;;120;;0;21;Si;Si;No
LEONOR SOTO LTDA.;V5565;DOMICILIARIA EMERGENCIA;B1821731;3S0349 - Sector  intermitente ;Envejecimiento de materiales;Cerrado;20-09-2014 17:39;20-09-2014 18:00;20-09-2014 17:42;20-09-2014 17:42;20-09-2014 17:58;20-09-2014 18:12;20-09-2014 18:28;;120;;2;20;Si;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1821732;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;20-09-2014 17:40;20-09-2014 18:53;20-09-2014 17:52;20-09-2014 18:23;20-09-2014 18:31;20-09-2014 18:53;20-09-2014 19:18;;120;;12;73;Si;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1821734;3S0389 - Sector sin Corriente;Origen no determinado;Cerrado;20-09-2014 17:41;20-09-2014 19:05;20-09-2014 17:52;20-09-2014 18:27;;;20-09-2014 19:29;;120;;11;11;Si;Si;No
CAM;V4041;DOMICILIARIA EMERGENCIA;B1821735;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;20-09-2014 17:44;20-09-2014 19:31;20-09-2014 17:49;20-09-2014 17:57;20-09-2014 19:31;20-09-2014 19:31;20-09-2014 19:53;;120;;5;107;Si;Si;No
ELS s.a.;V5541;SERVICIO DE EMERGENCIA RED;B1821736;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;20-09-2014 17:45;20-09-2014 18:30;20-09-2014 17:49;20-09-2014 17:49;20-09-2014 18:18;20-09-2014 18:40;20-09-2014 18:47;;120;;3;44;Si;Si;No
E.L. Soto S.A..;V5544;SERVICIO DE EMERGENCIA RED;B1821737;3L0216 - L¡neas cortadas;Volantines;Cerrado;20-09-2014 17:51;20-09-2014 18:30;20-09-2014 17:54;;;;20-09-2014 21:07;;45;;3;3;Si;Si;No
Empresa Azeta;V3621;DOMICILIARIA EMERGENCIA;B1821743;5D0289 - Domicilio sin Corriente;Volantines;Cerrado;20-09-2014 18:02;20-09-2014 18:15;20-09-2014 18:06;20-09-2014 18:07;20-09-2014 18:07;20-09-2014 18:16;20-09-2014 19:40;;120;;4;13;Si;Si;No
LEONOR SOTO LTDA.;V3606;SERVICIO DE EMERGENCIA RED;B1821744;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;20-09-2014 18:05;20-09-2014 18:40;20-09-2014 18:10;20-09-2014 18:11;20-09-2014 18:11;20-09-2014 18:56;20-09-2014 19:44;;120;;5;35;Si;Si;No
ELS;V5563;DOMICILIARIA EMERGENCIA;B1821746;5A0117 - Acometidas en Corto Circuito / medidor e;Envejecimiento de materiales;Cerrado;20-09-2014 18:10;20-09-2014 18:35;20-09-2014 18:14;20-09-2014 18:14;20-09-2014 18:31;20-09-2014 18:36;20-09-2014 18:59;;100;;3;24;Si;Si;No
CAM;V4033;DOMICILIARIA EMERGENCIA;B1821757;3S0389 - Sector sin Corriente;Mantenimiento preventivo;Cerrado;20-09-2014 18:23;20-09-2014 20:49;20-09-2014 18:29;20-09-2014 18:30;20-09-2014 20:42;20-09-2014 20:49;20-09-2014 21:20;;120;;6;146;No;No;No
ELS;V5563;DOMICILIARIA EMERGENCIA;B1821759;5A0117 - Acometidas en Corto Circuito / medidor e;Envejecimiento de materiales;Cerrado;20-09-2014 18:26;20-09-2014 18:55;20-09-2014 18:33;20-09-2014 18:33;20-09-2014 18:55;20-09-2014 18:55;20-09-2014 19:32;;100;;7;28;Si;Si;No
